Product,Sales,Region,Profit
Laptop,66408,East,19458
Phone,6802,North,12980
Phone,14912,West,19372
Laptop,65455,East,5419
Phone,41517,West,18327
Phone,48242,East,4393
Phone,32085,West,9495
Monitor,65332,East,2346
Mouse,98190,West,1094
Laptop,35868,South,5716
Monitor,67369,South,15250
Mouse,62984,West,2216
Tablet,61521,West,2314
Keyboard,51227,West,5833
Laptop,61983,North,18622
Mouse,5823,East,5932
Tablet,97744,East,5829
Laptop,63418,East,14577
Laptop,5698,North,18674
Monitor,57537,North,11308
Tablet,68523,North,155
Monitor,67351,West,12978
Phone,88175,North,13778
Tablet,5109,North,11457
Phone,58286,West,16366
Keyboard,55867,West,16579
Laptop,78412,North,7022
Keyboard,56691,South,274
Phone,34546,East,13928
Mouse,12016,East,14759
Mouse,26326,West,10625
Laptop,99522,East,15365
Laptop,85152,East,18709
Tablet,95917,West,9785
Mouse,16371,South,16970
Laptop,14287,West,4513
Monitor,42869,East,3864
Laptop,8110,North,7951
Tablet,36140,West,11072
Keyboard,93660,South,10975
Laptop,66882,South,2489
Phone,58104,North,10103
Phone,77894,South,7284
Phone,69915,West,11916
Monitor,1099,East,9122
Laptop,95851,East,10026
Monitor,80775,North,13003
Laptop,6239,West,3259
Keyboard,84571,South,17658
Laptop,68403,North,16864
Monitor,1315,West,541
Keyboard,11451,East,19945
Monitor,95350,South,1645
Monitor,15260,South,7863
Mouse,3119,East,8375
Keyboard,47343,East,14309
Tablet,98525,West,6816
Phone,65932,East,7905
Phone,29931,North,18238
Phone,93391,East,10717
Laptop,28188,North,14674
Tablet,10361,West,13848
Keyboard,96780,East,16637
Keyboard,53045,South,2490
Phone,83048,South,18606
Mouse,29428,South,11673
Mouse,2497,North,3229
Mouse,6417,East,18589
Mouse,64379,East,9874
Phone,11107,North,17310
Mouse,33439,South,6287
Laptop,58322,South,5107
Keyboard,36959,South,17766
Tablet,47596,East,7341
Phone,66639,West,16164
Phone,38331,East,17409
Phone,82128,East,1496
Mouse,54398,North,3280
Laptop,47841,East,10048
Phone,23488,South,19234
Monitor,32934,North,6235
Mouse,21291,East,386
Monitor,47506,East,13212
Tablet,35193,West,10930
Monitor,25432,North,16212
Laptop,66153,South,17588
Laptop,14944,South,16557
Phone,36426,North,8314
Keyboard,14754,North,3300
Laptop,86197,South,2208
Mouse,13203,East,3648
Laptop,19532,East,15625
Monitor,75801,North,17244
Laptop,14888,East,2832
Laptop,8967,East,7650
Phone,83583,West,4100
Keyboard,63147,East,11754
Mouse,68986,South,817
Keyboard,46239,East,10337
Mouse,80892,East,7774
Keyboard,67730,North,11669
Mouse,52687,West,3624
Laptop,88721,West,3455
Tablet,32487,East,12537
Mouse,20965,South,17364
Phone,38526,West,15320
Laptop,74408,South,18236
Mouse,68326,West,10938
Monitor,48024,East,16910
Monitor,2847,East,10092
Laptop,46262,South,467
Keyboard,76554,North,2766
Tablet,20380,North,3862
Phone,57500,South,12288
Monitor,18764,South,15973
Keyboard,89053,East,14210
Phone,1848,West,1382
Mouse,61705,East,17148
Mouse,81803,East,11370
Keyboard,65614,East,4153
Monitor,3070,North,13699
Mouse,6055,North,19822
Monitor,79929,East,12010
Phone,49660,South,15106
Keyboard,31208,East,18251
Monitor,99161,West,13543
Laptop,24696,West,13692
Tablet,9215,East,6925
Tablet,61601,North,6103
Keyboard,10041,East,19673
Phone,56736,South,18727
Phone,32514,South,14114
Tablet,5421,North,1191
Phone,61725,South,18099
Monitor,62799,West,2050
Keyboard,15670,North,6265
Mouse,50196,West,2519
Phone,32487,West,16066
Tablet,17294,East,5730
Phone,79423,South,9168
Keyboard,79497,East,6551
Mouse,23175,West,17590
Tablet,12117,South,271
Phone,96360,West,3543
Keyboard,5142,West,18757
Tablet,24047,East,2273
Mouse,24941,West,3226
Mouse,62492,West,774
Keyboard,84533,West,11826
Mouse,98990,West,18486
Keyboard,48782,South,4373
Monitor,73412,West,19561
Tablet,62696,South,3573
Keyboard,84352,South,6915
Phone,56885,East,625
Mouse,76781,West,13363
Keyboard,14786,South,11435
Tablet,80946,West,19027
Keyboard,13531,West,4091
Keyboard,15810,South,4417
Monitor,63631,East,14718
Keyboard,73342,West,17313
Monitor,42438,West,10960
Tablet,30599,South,10529
Mouse,92727,West,8600
Monitor,46014,West,14267
Phone,35066,East,4524
Monitor,32462,South,4503
Tablet,4518,South,15333
Phone,1728,West,6577
Monitor,27141,North,17512
Monitor,61458,South,14625
Monitor,10682,North,1985
Tablet,82123,East,9719
Mouse,33143,South,1756
Keyboard,20529,West,6780
Mouse,26478,South,6191
Mouse,37505,West,6582
Mouse,1427,East,4046
Mouse,61147,East,6371
Mouse,58250,North,6403
Phone,21735,West,19205
Laptop,19164,West,16444
Keyboard,88822,North,19696
Keyboard,1890,South,10104
Phone,75044,North,6684
Keyboard,74474,East,3283
Tablet,68931,West,8229
Tablet,53001,East,12680
Keyboard,46065,East,7470
Laptop,35884,South,17853
Monitor,34405,North,7911
Laptop,84860,East,7809
Tablet,16506,West,1140
Mouse,84536,South,9066
Monitor,17243,East,19892
Phone,83380,East,224
Phone,95224,East,7295
Mouse,24922,South,1395
Keyboard,79432,West,8384
Phone,74944,West,11524
Tablet,10193,South,12987
Phone,27900,East,8424
Monitor,74864,East,18510
Monitor,10444,North,9590
Monitor,73973,South,18309
Keyboard,60171,East,6272
Mouse,50375,South,4795
Phone,71464,North,12945
Laptop,55715,East,2847
Monitor,54757,South,11408
Keyboard,29221,North,18909
Mouse,62190,West,8250
Keyboard,87693,East,16943
Mouse,86558,South,703
Laptop,70307,North,2861
Mouse,12493,West,10200
Tablet,54939,North,9845
Monitor,54581,East,14460
Tablet,78867,South,945
Monitor,19025,West,18149
Phone,37429,West,16037
Mouse,19214,East,1241
Phone,51496,West,5679
Phone,75759,North,16793
Mouse,81926,North,8829
Monitor,20748,West,13300
Keyboard,12870,West,8510
Keyboard,31798,North,13320
Mouse,55777,West,19069
Keyboard,77953,East,903
Monitor,57869,South,18916
Phone,41486,North,1466
Tablet,81990,West,2266
Phone,70516,West,15828
Mouse,72654,West,1136
Phone,9262,North,10842
Tablet,95480,North,13540
Tablet,22983,South,6453
Keyboard,73595,West,3704
Phone,50627,North,15852
Keyboard,90980,East,16453
Tablet,12000,North,15536
Laptop,32662,East,13021
Phone,96139,North,14090
Tablet,65788,North,18794
Keyboard,31514,East,2854
Keyboard,79532,North,12224
Phone,79427,North,7925
Laptop,97105,East,6416
Tablet,90235,North,12167
Tablet,26737,West,10412
Laptop,49475,North,6677
Mouse,64162,North,3581
Keyboard,99478,West,18845
Keyboard,12390,North,17909
Phone,72680,East,17343
Phone,38055,West,13565
Monitor,63991,West,16263
Mouse,20761,West,8810
Tablet,72840,West,3293
Phone,42497,East,16550
Mouse,56628,East,9383
Tablet,38576,East,4781
Keyboard,99918,South,14944
Laptop,12969,North,17245
Laptop,88362,West,10081
Mouse,65599,North,4843
Tablet,76303,West,11261
Laptop,6306,East,4318
Laptop,44829,South,18226
Laptop,91538,East,17110
Keyboard,65982,North,6550
Laptop,19384,East,9067
Laptop,45391,South,5465
Keyboard,90326,North,15312
Keyboard,97593,East,16011
Laptop,39908,West,8821
Mouse,74884,North,19988
Monitor,9632,North,13452
Mouse,58792,South,11534
Keyboard,73537,North,15485
Phone,29081,South,4478
Mouse,97345,South,12917
Laptop,24151,North,2198
Keyboard,25852,North,3573
Laptop,45929,West,3053
Monitor,62392,East,13054
Phone,89042,North,10146
Keyboard,17094,East,13913
Phone,88955,East,18581
Phone,77303,North,6438
Laptop,61662,East,10326
Monitor,12451,South,15182
Phone,20612,West,5346
Phone,76957,North,2449
Mouse,59733,West,9943
Monitor,25066,South,3187
Phone,80209,West,1558
Mouse,15059,South,15754
Laptop,45967,East,3472
Monitor,55467,South,18247
Tablet,46504,North,10858
Phone,10199,North,3757
Laptop,56832,East,18881
Laptop,3337,West,18277
Mouse,72432,South,17497
Tablet,55196,East,5893
Tablet,58526,West,9260
Laptop,50347,North,9732
Tablet,72459,North,12424
Laptop,99438,West,11822
Mouse,36136,South,18345
Mouse,73951,West,9832
Keyboard,24512,East,13383
Laptop,15139,West,15518
Phone,61451,East,4813
Mouse,98228,East,9344
Keyboard,34045,West,2770
Laptop,68499,West,14694
Phone,81174,East,11882
Phone,2754,East,15969
Phone,31181,South,18241
Phone,87215,South,14044
Laptop,32959,West,531
Laptop,82343,East,2453
Laptop,7811,South,1854
Laptop,26711,North,6219
Phone,83179,East,16296
Tablet,81453,East,10530
Tablet,96273,East,9518
Phone,62790,West,6737
Tablet,74017,East,9390
Mouse,88854,East,405
Monitor,33555,North,12821
Keyboard,77144,North,6407
Keyboard,33322,North,7556
Keyboard,25117,West,18469
Phone,3956,West,10170
Tablet,91318,North,12260
Keyboard,60300,West,15252
Mouse,99332,East,13569
Keyboard,24066,West,11051
Laptop,56560,West,10491
Laptop,23209,North,10491
Phone,58689,East,6929
Keyboard,52852,West,3764
Phone,76011,South,8620
Tablet,23209,West,8337
Mouse,1818,West,14617
Laptop,90859,East,8105
Mouse,38313,North,6815
Keyboard,51866,West,16089
Monitor,70125,North,7696
Monitor,3762,West,17749
Mouse,73011,North,10645
Phone,61499,North,19855
Mouse,41507,West,14761
Phone,97295,East,17073
Keyboard,25933,South,4201
Tablet,70794,North,2827
Mouse,23397,West,10677
Tablet,33943,South,1357
Laptop,86590,South,4557
Laptop,4381,South,5282
Mouse,4957,North,17193
Tablet,14201,West,599
Mouse,54557,North,8861
Phone,60693,South,6385
Keyboard,22619,West,6992
Keyboard,2202,West,11047
Monitor,43706,North,15830
Tablet,13571,North,13047
Mouse,18923,East,8732
Keyboard,47463,West,19768
Tablet,25623,East,17836
Monitor,17066,South,19671
Laptop,11608,South,14129
Keyboard,57010,East,11895
Mouse,2211,North,397
Monitor,41001,South,4952
Mouse,20219,West,17620
Monitor,18209,South,14949
Monitor,33010,West,12788
Keyboard,94370,South,12651
Mouse,24785,North,10686
Mouse,88094,North,14568
Mouse,92819,South,12219
Mouse,41500,South,7067
Keyboard,13707,West,13075
Laptop,93049,West,8555
Mouse,16192,South,6636
Mouse,43003,South,12879
Keyboard,75403,North,13295
Keyboard,39570,West,18321
Laptop,59918,South,11208
Monitor,22220,East,7605
Mouse,64250,North,265
Monitor,59034,West,5745
Mouse,7810,West,7396
Mouse,39970,South,6131
Keyboard,81496,North,17664
Keyboard,23936,East,6015
Monitor,59058,East,14531
Mouse,91208,North,17916
Monitor,65559,South,6508
Keyboard,62937,South,11301
Mouse,10905,West,11784
Monitor,38362,East,10872
Monitor,30226,East,10114
Laptop,88720,North,453
Monitor,68591,East,13724
Tablet,91199,East,11413
Laptop,46748,East,4368
Phone,14379,North,752
Mouse,25536,East,19462
Mouse,29198,East,10625
Keyboard,30636,South,17527
Keyboard,59291,West,16242
Laptop,48670,South,3853
Monitor,92559,West,12738
Phone,17501,South,3003
Monitor,39619,East,6186
Tablet,8479,East,1714
Keyboard,3569,West,15491
Monitor,26561,West,329
Laptop,18178,West,16183
Phone,48863,North,6321
Mouse,29694,West,16127
Mouse,98629,South,16991
Laptop,6183,North,14835
Tablet,91524,East,17805
Keyboard,67647,East,2655
Monitor,57942,North,14972
Keyboard,59889,East,5549
Tablet,30232,East,15006
Monitor,32851,West,3142
Tablet,32471,North,6618
Monitor,65559,West,6677
Tablet,58528,West,8415
Mouse,96737,West,18254
Monitor,78860,North,19832
Keyboard,73678,East,14557
Mouse,80885,East,17907
Monitor,32328,East,19085
Monitor,95085,East,9855
Keyboard,60236,East,9724
Keyboard,89205,East,6751
Mouse,22655,North,4693
Tablet,99601,East,15121
Laptop,75196,North,588
Keyboard,34732,East,7133
Monitor,62321,West,18662
Laptop,13975,West,2422
Monitor,56895,East,18871
Laptop,5243,North,5642
Phone,75301,North,14179
Tablet,52638,East,7383
Laptop,71810,East,5616
Keyboard,64868,West,5932
Tablet,52242,North,8109
Mouse,45753,South,5882
Laptop,66696,East,4999
Laptop,3668,South,3081
Monitor,25010,North,4845
Keyboard,52971,East,13217
Keyboard,73541,South,6702
Monitor,32194,West,3250
Monitor,21908,South,10441
Mouse,87508,South,9984
Monitor,62885,North,7332
Monitor,48953,South,9004
Keyboard,80773,South,6345
Phone,30828,North,502
Keyboard,21593,South,5297
Tablet,49606,East,2253
Keyboard,34744,North,836
Mouse,92840,South,15097
Monitor,80547,South,9713
Monitor,5590,East,7833
Laptop,88450,North,1359
Laptop,61841,West,14302
Laptop,63940,West,3101
Keyboard,53704,West,19574
Laptop,5967,West,10930
Monitor,71656,East,11537
Keyboard,41795,West,2003
Mouse,99896,West,14696
Phone,64280,South,13077
Phone,81142,East,15577
Phone,81451,North,10215
Tablet,85920,South,16237
Tablet,73879,East,4500
Phone,74596,East,12455
Mouse,78995,East,5846
Keyboard,23677,West,16824
Laptop,41501,South,8219
Phone,39450,West,14358
Keyboard,99463,South,8457
Mouse,11945,East,6565
Tablet,18929,West,8516
Mouse,73855,East,11157
Mouse,56249,South,9213
Mouse,77103,North,14560
Mouse,51299,North,4768
Tablet,58479,East,3433
Laptop,62302,East,1610
Laptop,22844,South,18045
Monitor,41137,South,1033
Mouse,53670,North,14221
Tablet,59800,West,8553
Monitor,69089,South,8560
Monitor,27204,South,13752
Monitor,96591,East,8677
Monitor,98203,South,443
Phone,15330,East,15225
Mouse,51029,West,5985
Laptop,81348,East,4406
Keyboard,95278,South,7135
Monitor,78813,West,1226
Tablet,36790,North,18266
Laptop,35351,North,14068
Tablet,64800,East,3761
Tablet,85597,South,5414
Monitor,34603,West,8497
Mouse,39254,South,13822
Phone,83979,East,16078
Tablet,20555,North,16882
Phone,6244,East,10810
Mouse,19566,North,9231
Laptop,67390,South,3929
Mouse,26112,East,16693
Keyboard,80627,South,4687
Laptop,41074,East,8501
Tablet,94931,West,16702
Monitor,13286,South,695
Laptop,26303,North,8838
Tablet,80244,West,10631
Mouse,73173,East,18447
Monitor,10583,North,5432
Keyboard,6118,North,4255
Tablet,64833,South,16800
Tablet,44267,North,9338
Phone,52644,North,1497
Keyboard,83517,South,140
Monitor,88821,East,14318
Keyboard,42360,East,17772
Phone,2226,North,16277
Laptop,92667,West,15696
Tablet,2058,South,9038
Keyboard,23087,West,14627
Keyboard,59362,South,6079
Monitor,8375,North,10408
Keyboard,52986,West,4411
Laptop,46038,South,9310
Tablet,86359,East,18099
Phone,94435,West,2764
Tablet,24111,North,14194
Monitor,27805,South,12679
Mouse,75882,West,15203
Mouse,19209,South,3115
Monitor,62222,West,6263
Phone,4270,North,14572
Phone,67466,North,1118
Monitor,50091,West,19456
Tablet,14301,South,1576
Monitor,21632,West,14401
Monitor,89568,West,9473
Tablet,79362,West,6517
Tablet,65225,West,15595
Monitor,90419,West,15763
Monitor,47422,North,16495
Mouse,31500,North,19981
Keyboard,97079,North,10547
Tablet,38349,North,17221
Laptop,12924,North,4654
Monitor,34410,West,18887
Tablet,59715,West,16611
Keyboard,5772,West,8410
Mouse,99511,West,1359
Mouse,37603,North,15816
Tablet,84487,North,18650
Phone,66157,North,17208
Laptop,68119,South,3540
Mouse,60112,South,18380
Laptop,97145,North,18985
Mouse,58804,East,7761
Tablet,56587,North,1275
Tablet,40957,East,18138
Phone,56240,East,11147
Monitor,42257,North,19487
Monitor,24629,West,17392
Phone,88248,West,2579
Keyboard,14166,West,9954
Tablet,55831,South,778
Mouse,49791,West,19750
Keyboard,59785,East,3511
Mouse,41412,North,16271
Phone,54316,South,16275
Laptop,75700,North,941
Tablet,44380,North,12348
Tablet,97704,West,159
Tablet,73587,East,3948
Laptop,41701,South,18075
Laptop,16763,East,16819
Phone,83663,South,18562
Monitor,36350,North,10496
Phone,65495,East,10790
Monitor,43722,North,5435
Keyboard,72539,South,13631
Tablet,38746,East,735
Monitor,56880,East,15951
Tablet,43249,North,7916
Phone,24204,West,14110
Phone,84384,East,10930
Mouse,23093,South,15922
Keyboard,95029,East,2512
Laptop,88230,East,12098
Monitor,19893,North,1031
Keyboard,58126,West,645
Phone,81873,North,19636
Monitor,28151,South,12886
Monitor,38600,East,19344
Keyboard,29380,East,7299
Tablet,67838,East,13029
Keyboard,80457,East,5796
Mouse,21639,West,269
Monitor,17990,South,9381
Mouse,17824,South,16713
Monitor,38640,East,6715
Mouse,36808,West,8856
Mouse,29324,South,17135
Monitor,74182,South,512
Monitor,2129,East,16351
Mouse,15576,West,18987
Monitor,55097,South,14164
Keyboard,15825,West,14074
Mouse,55914,North,4780
Laptop,76670,South,10843
Tablet,99097,North,16372
Phone,79676,West,18188
Phone,55910,South,8327
Laptop,18035,East,6758
Monitor,99935,South,13755
Mouse,86798,South,17270
Phone,54423,West,12749
Phone,74293,West,14409
Laptop,85874,West,3603
Tablet,6523,North,19022
Monitor,59197,South,11419
Mouse,64531,North,6293
Mouse,96821,East,2694
Mouse,38587,West,4605
Keyboard,95497,West,9485
Monitor,6321,East,1024
Phone,29743,West,4229
Laptop,55984,West,19453
Keyboard,76611,East,2640
Keyboard,75676,East,2341
Phone,27338,North,11044
Keyboard,94927,South,16870
Mouse,33289,South,17743
Phone,56764,West,8361
Keyboard,78076,North,3593
Monitor,89165,South,17909
Keyboard,86600,West,1437
Tablet,72813,South,3637
Laptop,40766,West,14411
Tablet,69226,East,1801
Keyboard,7482,North,7080
Mouse,22246,East,19790
Tablet,69497,South,2298
Monitor,84472,North,5323
Keyboard,21661,South,18386
Phone,33693,East,3227
Monitor,92061,South,15964
Tablet,83942,West,14989
Keyboard,28956,South,9885
Mouse,88863,East,9878
Keyboard,66265,North,15402
Monitor,63842,West,4565
Laptop,16477,East,1340
Keyboard,64457,South,3845
Phone,68609,South,4665
Laptop,37819,East,7128
Mouse,24482,South,2176
Mouse,97784,South,7046
Monitor,46547,North,8874
Mouse,6084,West,19158
Mouse,64559,South,326
Mouse,29192,South,4581
Mouse,34861,South,1562
Keyboard,31724,North,19524
Keyboard,98675,South,2673
Keyboard,76092,South,15730
Phone,6653,South,164
Tablet,49788,West,1030
Monitor,20025,South,9891
Monitor,43642,East,3200
Phone,36529,North,1204
Tablet,15544,East,14881
Phone,38607,East,17097
Monitor,63766,North,962
Laptop,26026,South,17336
Phone,54719,East,203
Keyboard,65675,South,11936
Monitor,39771,South,14951
Mouse,2550,East,4673
Monitor,95585,South,1836
Tablet,85124,West,9608
Mouse,33876,South,11929
Mouse,54582,West,16480
Monitor,85194,East,2695
Laptop,55286,South,5337
Tablet,24744,West,14957
Laptop,57473,South,10919
Mouse,75932,East,2350
Laptop,38561,South,14183
Keyboard,60413,South,7732
Monitor,30915,West,4065
Monitor,1548,West,11572
Keyboard,8454,North,480
Phone,49056,South,6814
Laptop,26524,East,15085
Laptop,47366,South,10251
Laptop,56644,North,4286
Laptop,54060,East,2772
Laptop,9674,North,12129
Phone,56804,North,12243
Keyboard,48650,South,1821
Mouse,21762,East,18643
Keyboard,40720,West,6237
Monitor,53810,East,19632
Phone,22604,East,15326
Tablet,26874,West,15240
Mouse,79686,South,17910
Mouse,12559,North,7488
Mouse,74870,South,942
Tablet,49412,West,3617
Phone,2093,West,14145
Monitor,55082,West,15687
Laptop,66982,West,6376
Laptop,3114,North,2290
Tablet,15893,East,8335
Phone,99976,West,16944
Monitor,87370,South,3628
Laptop,4395,East,3204
Keyboard,84509,West,992
Tablet,59890,East,10423
Keyboard,44145,East,12227
Tablet,62047,South,18558
Monitor,49122,West,7839
Mouse,60660,East,16300
Monitor,40715,South,5032
Monitor,27209,West,17824
Keyboard,18034,South,2685
Monitor,94540,East,14637
Tablet,3851,North,6140
Mouse,3260,East,13577
Mouse,97380,East,550
Monitor,26710,North,18635
Tablet,92193,South,14689
Phone,15358,East,4518
Laptop,31878,South,9340
Monitor,24938,West,18777
Phone,25778,East,18060
Monitor,63887,East,9202
Mouse,93792,South,6815
Mouse,79539,West,13271
Phone,31543,South,14882
Tablet,27653,East,15399
Monitor,91907,South,13731
Laptop,79722,West,5306
Keyboard,5291,West,5256
Laptop,28938,South,11772
Laptop,55607,South,6603
Monitor,94036,North,1442
Monitor,49634,West,19113
Phone,82296,West,10141
Mouse,39890,South,19499
Mouse,98791,South,14142
Keyboard,85055,East,5477
Monitor,1852,South,13681
Laptop,38895,North,3394
Keyboard,40981,West,12744
Keyboard,9707,West,385
Tablet,71912,West,1817
Phone,91761,East,6687
Tablet,17882,South,10266
Mouse,60452,South,10899
Mouse,71015,West,10491
Mouse,82348,West,4890
Monitor,17591,East,3267
Tablet,25674,West,18397
Mouse,30770,East,4641
Mouse,57257,South,6657
Mouse,83398,North,17681
Laptop,76387,North,4535
Laptop,11793,North,5081
Monitor,19758,South,12002
Tablet,92220,North,7080
Keyboard,35649,South,10491
Phone,36631,West,7090
Monitor,80125,West,15862
Tablet,15169,North,7364
Laptop,26356,South,8196
Phone,55464,West,17953
Monitor,95902,North,1953
Tablet,17115,North,5881
Laptop,47244,West,3506
Laptop,67753,East,6282
Monitor,44308,West,16581
Monitor,98034,West,12401
Phone,13788,South,3583
Laptop,65077,West,7981
Mouse,63826,North,4117
Tablet,3132,South,4207
Monitor,87387,North,16861
Keyboard,76179,South,9420
Phone,47467,East,1484
Monitor,93922,West,1620
Mouse,57704,West,12169
Phone,36625,North,7587
Tablet,7626,West,8272
Laptop,52735,North,5036
Laptop,90097,East,8564
Mouse,89400,West,10392
Tablet,60398,North,7199
Tablet,74239,South,16403
Laptop,73359,East,7945
Monitor,68915,South,6571
Monitor,26430,West,19596
Monitor,40872,North,13616
Tablet,57661,East,10929
Keyboard,11451,West,7395
Keyboard,83304,South,10550
Keyboard,89657,East,13484
Laptop,84691,South,1745
Laptop,53609,East,16058
Laptop,75960,East,19784
Monitor,65502,South,17009
Laptop,4271,South,16914
Mouse,5242,West,9719
Monitor,83411,North,15743
Keyboard,82185,West,17306
Monitor,50764,West,8977
Laptop,17237,West,11148
Monitor,87759,North,14390
Mouse,30570,West,11011
Laptop,74452,East,17278
Tablet,20736,South,19321
Tablet,48973,North,19918
Laptop,91446,West,9900
Mouse,72866,West,13346
Laptop,64499,South,14780
Keyboard,22808,North,8093
Monitor,80730,West,6563
Tablet,21182,South,16965
Tablet,20403,West,11772
Laptop,63474,East,5079
Laptop,78391,West,4964
Keyboard,43442,South,9052
Laptop,83412,South,15218
Mouse,53027,East,11705
Tablet,37555,West,4091
Mouse,69155,West,4365
Mouse,78315,South,16395
Tablet,15396,South,15359
Tablet,16101,North,19393
Mouse,81938,West,18857
Phone,99281,West,15353
Laptop,99897,West,10851
Laptop,73394,East,11800
Monitor,96851,West,10557
Mouse,39155,West,15126
Tablet,60479,East,13994
Monitor,74681,South,4867
Laptop,1082,South,6011
Monitor,36043,North,9431
Monitor,33107,East,10230
Keyboard,61812,West,5031
Monitor,28610,East,10675
Phone,99963,South,17546
Monitor,73990,West,10296
Keyboard,21497,East,580
Tablet,73919,West,6553
Phone,5513,South,11748
Laptop,87402,West,9205
Monitor,10685,East,4121
Mouse,20735,North,5670
Mouse,63269,East,17521
Tablet,91356,North,437
Laptop,89430,West,3108
Monitor,80317,North,16334
Tablet,73664,West,18739
Mouse,73437,East,13077
Mouse,21816,West,4732
Keyboard,3785,South,13227
Keyboard,24759,South,15641
Keyboard,14367,North,10040
Monitor,52532,South,2263
Mouse,61834,West,8080
Laptop,59412,West,10377
Phone,59795,North,6986
Phone,83768,South,7197
Tablet,36605,West,14632
Phone,3829,North,8812
Monitor,69307,North,9582
Keyboard,89247,North,16707
Keyboard,28546,South,17440
Phone,78741,East,4153
Mouse,16515,South,13520
Phone,68178,East,16606
Mouse,23004,West,12403
Phone,2515,North,10090
Mouse,89182,West,1122
Monitor,26076,North,17601
Keyboard,71642,West,10526
Laptop,15009,South,4824
Tablet,64923,South,19292
Phone,29666,East,7451
Tablet,84618,North,19274
Phone,14264,East,285
Monitor,2657,North,16880
Tablet,37626,North,5952
Monitor,72985,East,11672
Phone,36059,South,12183
Laptop,12808,South,2427
Monitor,50562,West,11276
Keyboard,15250,West,5673
Laptop,44367,East,18806
Monitor,12775,North,4328
Tablet,34303,West,12936
Monitor,40333,West,2506
Keyboard,69378,South,5118
Tablet,20461,South,17526
Tablet,43640,East,6123
Keyboard,37026,South,10237
Mouse,19005,West,5487
Laptop,55543,East,13693
Keyboard,78134,West,18483
Phone,43300,West,1087
Phone,10596,East,6864
Keyboard,31019,North,9023
Mouse,71681,North,14078
Phone,75100,East,9429
Monitor,63503,West,2337
Keyboard,59989,East,19619
Tablet,51798,West,11782
Keyboard,29482,South,2529
Keyboard,86720,North,13012
Tablet,48746,South,18862
Tablet,87451,South,9897
Tablet,88357,North,13760
Laptop,16163,North,18345
Phone,16087,East,9349
Laptop,60101,West,3215
Keyboard,11591,East,1586
Laptop,38117,East,13571
Monitor,16813,North,14062
Phone,74986,North,955
Laptop,45208,North,6296
Keyboard,86849,North,14894
Phone,14895,South,7119
Monitor,17994,North,6114
Tablet,85819,East,6105
Keyboard,42138,South,7520
Phone,62455,South,13979
Phone,39950,South,18268
Mouse,29428,North,2730
Laptop,9804,North,10465
Laptop,37105,East,14291
Tablet,86869,West,19986
Mouse,32123,North,690
Phone,16173,South,5938
Phone,8513,East,5743
Keyboard,51776,South,18877
Keyboard,76100,West,8413
Mouse,34538,South,14424
Phone,97416,South,9798
Keyboard,91989,West,13850
Tablet,37047,East,13147
Phone,75110,West,6070
Laptop,31554,South,2875
Monitor,95631,West,17112
Tablet,55282,West,9153
Laptop,6929,West,6764
Tablet,69378,West,789
Phone,4970,East,17600
Keyboard,81805,East,4642
Laptop,88880,North,3653
Keyboard,17099,East,12409
Mouse,63214,East,10724
Mouse,9932,West,18134
Monitor,88431,West,10751
Tablet,33719,South,11906
Mouse,42139,East,14718
Tablet,17967,North,14242
Laptop,32872,North,7687
Tablet,65607,North,19090
Mouse,33762,East,2554
Monitor,38563,West,4969
Tablet,64482,North,12463
Tablet,43752,South,4377
Monitor,71439,East,13851
Laptop,82597,East,4938
Mouse,58262,West,10914
Monitor,89854,West,9605
Monitor,73441,South,1208
Tablet,50648,North,11099
Keyboard,31858,North,3221
Keyboard,89810,South,9503
Keyboard,4812,West,19451
Keyboard,92440,West,3374
Keyboard,59041,West,127
Monitor,43655,West,18940
Keyboard,98155,North,11380
Tablet,92935,North,15442
Laptop,18347,East,8345
Tablet,2751,West,5478
Phone,37283,West,18294
Monitor,59550,North,15923
Mouse,32555,South,2252
Phone,95080,East,10220
Laptop,76369,East,14360
Mouse,22377,West,13523
Mouse,61663,East,8753
Tablet,10805,West,5674
Keyboard,97454,South,5063
Laptop,37817,North,19316
Mouse,42252,South,19614
Monitor,6282,North,5018
Keyboard,37392,North,15526
Laptop,26408,North,1789
Laptop,93267,South,6695
Laptop,99159,East,12175
Monitor,35208,West,15490
Monitor,17240,West,6313
Monitor,62981,East,14518
Phone,11695,North,1708
Mouse,85755,West,6343
Phone,27275,North,6180
Mouse,31644,South,10970
Keyboard,67085,East,6570
Tablet,94662,South,19312
Laptop,77080,East,9405
Phone,5816,North,9472
Mouse,43212,West,14319
Keyboard,14217,South,7656
Mouse,17992,South,19060
Monitor,36878,West,18055
Laptop,69828,South,785
Tablet,60780,East,3738
Keyboard,36850,West,11860
Laptop,17307,East,4616
Phone,27399,South,14870
Monitor,15222,East,19263
Laptop,77094,East,4556
Phone,69895,North,7379
Laptop,17261,South,870
Keyboard,35314,West,10124
Keyboard,43522,East,2903
Phone,80442,West,16647
Mouse,59428,West,4674
Phone,13653,North,5344
Tablet,92105,East,658
Laptop,94196,East,14889
Tablet,65063,West,14146
Keyboard,52804,West,4908
Phone,39203,West,7614
Keyboard,95215,East,11105
Monitor,95239,East,19451
Mouse,63630,North,14483
Laptop,83805,South,5138
Laptop,22203,North,15127
Laptop,28469,South,652
Phone,69231,South,18944
Keyboard,37412,West,5942
